,nm_produto,ds_classe2,vl_total
335,Agua Min.Font Life S/Gas 510ml Pet,Bebidas Frias,129.45
336,Agua Min.Font Life Sport 510ml S/Gas Pet,Bebidas Frias,241.36
337,Agua Min.Ita.San Pellegrino 750ml Gf,Bebidas Frias,9.13
338,Agua Min.Maceratti 1.5l Pet,Bebidas Frias,76.00
339,Agua Min.Maceratti 300ml Copo,Bebidas Frias,95.13
340,Agua Min.Maceratti 502ml,Bebidas Frias,51.39
341,Agua Min.Maceratti 5l,Bebidas Frias,91.34
342,Agua Min.Maceratti C/Gas 2l Pet,Bebidas Frias,176.42
343,Agua Min.Maceratti C/Gas 505ml,Bebidas Frias,43.45
344,"Agua Min.Nestle Pureza Vital 1,5l Pet",Bebidas Frias,61.68
345,Agua Min.Nestle Pureza Vital 510ml Pet,Bebidas Frias,104.85
346,Agua Min.O Fino S/Gas 350ml Pet,Bebidas Frias,28.75
347,Agua Min.O.Fino 1.5l,Bebidas Frias,319.48
348,Agua Min.O.Fino 10l,Bebidas Frias,992.46
349,Agua Min.O.Fino 500ml Jr,Bebidas Frias,146.01
350,Agua Min.O.Fino 6l,Bebidas Frias,630.21
351,"Agua Min.O.Fino C/Gas 1,5l Pet",Bebidas Frias,340.80
352,Agua Min.O.Fino C/Gas 350ml Pet,Bebidas Frias,70.20
353,Agua Min.O.Fino C/Gas 500ml Pet,Bebidas Frias,381.44
354,Agua Min.Perrier C/Gas 330ml,Bebidas Frias,40.39
355,"Agua Min.Proteg 1,5 Pet",Bebidas Frias,230.86
356,Agua Min.Proteg 502ml Pet,Bebidas Frias,285.44
357,Agua Min.Proteg 5l Pet,Bebidas Frias,370.98
358,Agua Min.Proteg C/Gas 2l Pet,Bebidas Frias,115.50
359,Agua Min.Proteg C/Gas 505ml Pet,Bebidas Frias,141.20
360,Agua Min.Sao Lourenco C/Gas 1.260ml Pet,Bebidas Frias,41.58
361,Agua Min.Sao Lourenco C/Gas 300ml Pet,Bebidas Frias,4.88
362,Agua Min.Sao Lourenco S/Gas 300ml Pet,Bebidas Frias,18.30
363,"Agua Min.Schinc.C/Gas 1,5l",Bebidas Frias,62.33
364,Agua Min.Schinc.C/Gas 500ml Pet,Bebidas Frias,23.63
365,"Agua Min.Schinc.S/Gas 1,5l",Bebidas Frias,27.58
366,Agua Min.Schinc.S/Gas 500ml Pet,Bebidas Frias,79.98
367,Agua Min.Sferrie 1.5l C/Gas Pet,Bebidas Frias,144.10
368,Agua Min.Sferrie 1.5l Pet,Bebidas Frias,103.88
369,Agua Min.Sferrie 510ml C/Gas Pet,Bebidas Frias,165.29
370,Agua Min.Sferrie 510ml Pet,Bebidas Frias,161.78
371,Agua Min.Sferrie 5l,Bebidas Frias,110.43
372,Agua Min.Sferrie Premium C/Gas 410ml Pet,Bebidas Frias,14.10
373,Agua Min.Sferrie Premium S/Gas 410ml Pet,Bebidas Frias,69.50
374,Beb.Ades Soja Abac.1l Tp,Bebidas Frias,357.03
375,Beb.Ades Soja Abac.200ml Tp,Bebidas Frias,86.70
376,Beb.Ades Soja Lja 1l Tp,Bebidas Frias,288.57
377,Beb.Ades Soja Lja 200ml Tp,Bebidas Frias,74.70
378,Beb.Ades Soja Maca 1l Tp,Bebidas Frias,438.19
379,Beb.Ades Soja Maca 200ml Tp,Bebidas Frias,129.04
380,Beb.Ades Soja Mrgo 1l Tp,Bebidas Frias,346.91
381,Beb.Ades Soja Mrgo 200ml Tp,Bebidas Frias,97.42
382,Beb.Ades Soja Pess.1l Tp,Bebidas Frias,309.45
383,Beb.Ades Soja Uva 1l Tp,Bebidas Frias,454.31
384,Beb.Ades Soja Uva 200ml Tp,Bebidas Frias,100.05
385,Beb.Aquarius Fresh Limao 510ml Pet,Bebidas Frias,163.37
386,Beb.Cini Cristal Limao 600ml Pet,Bebidas Frias,162.36
387,Beb.Energ.Burn 1l Pet,Bebidas Frias,358.96
388,Beb.Energ.Burn 260ml,Bebidas Frias,115.73
389,Beb.Energ.Flying Horse 1l,Bebidas Frias,169.72
390,Beb.Energ.Furioso 2l,Bebidas Frias,1700.52
391,Beb.Energ.Fusion 1l Pet,Bebidas Frias,407.95
392,Beb.Energ.Fusion Cha Lim./Hort.310ml La,Bebidas Frias,162.73
393,Beb.Energ.Fusion Lja 310ml La,Bebidas Frias,58.61
394,Beb.Energ.Insano 1l,Bebidas Frias,673.92
395,Beb.Energ.Insano 269ml La,Bebidas Frias,21.90
396,Beb.Energ.Monster 500ml La Lo-Carb,Bebidas Frias,27.06
397,Beb.Energ.Monster Assault 473ml La,Bebidas Frias,306.45
398,Beb.Energ.Monster Energy 473ml La,Bebidas Frias,1112.37
399,Beb.Energ.Monster Khaos 473ml La,Bebidas Frias,415.29
400,Beb.Energ.Monster Lo-Carb 473ml La,Bebidas Frias,554.19
401,Beb.Energ.Monster Ultra 473ml La,Bebidas Frias,498.57
402,Beb.Energ.Red Bull 250ml La,Bebidas Frias,1442.78
403,Beb.Energ.Red Bull 355ml La,Bebidas Frias,574.78
404,Beb.Energ.Red Bull 473ml La,Bebidas Frias,221.14
405,Beb.Energ.Red Bull Acai 250ml,Bebidas Frias,14.94
406,Beb.Energ.Red Bull Blue 250ml,Bebidas Frias,139.24
407,Beb.Energ.Red Bull Red 250ml La,Bebidas Frias,103.95
408,Beb.Energ.Red Bull S.Free 250ml La,Bebidas Frias,233.58
409,Beb.Energ.Red Bull Summer/Tropical 250ml,Bebidas Frias,63.58
410,"Beb.H20h Citrus 1,5l Pet",Bebidas Frias,209.65
411,Beb.H20h Citrus 500ml Pet,Bebidas Frias,213.48
412,"Beb.H20h Limao 1,5l Pet",Bebidas Frias,299.44
413,Beb.H20h Limao 500ml Pet,Bebidas Frias,174.48
414,"Beb.H2oh Laranccini 1,5l Pet",Bebidas Frias,53.87
415,Beb.H2oh Laranccini 500ml Pet,Bebidas Frias,296.56
416,Beb.H2oh Limao 310ml La,Bebidas Frias,67.20
